start_point,end_point,time_of_day,day_of_week,traffic_condition,event_count,is_holiday,vehicle_density,population_density,weather,public_transport_availability,historical_delay_factor,travel_time
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Monday,9.0,9,1,,medium,,2,1.6669423480128485,67.97837399443654
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Saturday,,8,0,medium,,rain,2,0.9677079923573834,44.05990569088817
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Tuesday,,7,1,,medium,,2,1.1153432982553533,23.489312920069494
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Wednesday,9.0,8,0,,medium,clear,2,1.0453088901703549,33.2152893375205
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Thursday,,7,1,,,,2,0.7915588210002866,20.446099076200408
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Tuesday,10.0,7,1,,high,clear,2,0.8421198044141617,27.05192960621139
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Tuesday,10.0,8,1,high,high,rain,2,1.0016957970888454,30.748023830588487
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Saturday,9.0,8,1,medium,,fog,2,1.243892219389172,21.640306195180493
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Friday,,8,1,,high,storm,1,1.1487277280785333,25.265323183040962
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Thursday,,7,0,low,high,clear,1,0.7841371725839126,51.60913834698093
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Sunday,9.0,8,0,high,medium,clear,1,0.8176314050026257,12.145500655413295
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Friday,9.0,9,0,,,clear,2,0.8310040055596877,16.150465700600932
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Monday,9.0,7,0,medium,low,,2,1.04856434138132,19.29832956298696
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Tuesday,,8,0,,,,2,0.7643398250003366,26.681927590168645
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Saturday,,7,0,low,low,clear,2,0.982742141362982,44.24431746057103
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Thursday,5.0,8,1,high,low,fog,2,0.8579576694556845,22.889576002785645
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Friday,9.0,8,1,,,rain,1,0.854293215948817,59.61178745625259
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Wednesday,5.0,9,1,medium,medium,storm,1,0.8367409353942811,53.020050093618664
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Thursday,,7,1,medium,medium,storm,2,0.8075919398638383,43.90765034910212
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Saturday,9.0,9,0,,medium,clear,1,1.7636085740460214,35.02582914758958
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Friday,5.0,9,1,low,low,storm,0,0.7852923305242343,9.789274490616187
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Friday,9.0,8,1,,medium,,2,0.9235110574658902,84.41292437326952
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Thursday,,9,0,medium,,rain,2,1.0854452366816767,27.568868490028816
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Monday,,9,0,low,low,,1,1.0143924454305986,30.05369679462247
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Tuesday,9.0,7,0,,medium,,1,0.8297858747444014,11.998072027280061
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Tuesday,,7,1,low,,rain,2,0.8429955808331088,10.243690163931227
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Monday,,7,0,low,low,,2,1.1740370680330672,34.71427993966186
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Saturday,10.0,8,1,medium,medium,clear,0,1.0567740115476305,19.21173714930696
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Sunday,9.0,9,0,medium,high,,2,0.9043413931758979,19.863355148347335
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Tuesday,10.0,7,0,,high,clear,2,0.8065745948310374,44.290173792690815
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Sunday,,7,1,,,storm,0,1.2457452540036589,14.518497360234367
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Thursday,,8,1,low,,rain,2,1.076277171271626,50.45269134836616
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Wednesday,9.0,9,1,,,fog,1,0.7562960628806976,12.237477651222756
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Friday,9.0,8,1,high,,,2,0.9835668232976816,14.042941728420622
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Saturday,9.0,9,1,,low,rain,1,0.815221142099594,22.896042563273763
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Thursday,,7,1,high,low,,2,1.0904177990716368,14.11006961981734
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Sunday,10.0,7,0,,low,rain,2,1.0795582936016561,50.746221696051656
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Thursday,10.0,8,0,low,low,,1,0.9096998568524906,28.557894011003135
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Sunday,,7,0,medium,,rain,2,0.8497089976981536,71.00258884710921
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Tuesday,9.0,9,0,low,low,rain,2,0.9012920034902757,46.55681793223112
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Friday,5.0,9,1,,medium,,2,1.0814679729461538,33.531709727821394
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Wednesday,,9,1,medium,low,,2,0.9472395570314189,46.308851595360764
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Friday,5.0,8,1,,,storm,2,1.132548675950008,19.8678393379194
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Saturday,9.0,9,0,,,,1,1.0259571921365807,31.69620693299772
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Friday,9.0,9,0,,high,,2,1.0544350766695367,25.61475483230738
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Monday,9.0,9,0,high,high,storm,1,1.0205100711902388,14.996434770178876
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Monday,,9,0,high,medium,storm,2,1.6384598868208653,30.69478632707198
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Sunday,,9,1,,medium,,2,0.941017533121474,34.827683449223755
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Sunday,9.0,8,1,medium,,storm,2,0.8399215932712244,24.455036109752506
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Monday,10.0,9,1,low,,clear,1,0.750304763459689,36.52961407186102
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Sunday,9.0,7,0,medium,low,clear,1,1.2239640075267348,26.51703812375831
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Sunday,9.0,8,0,medium,medium,,1,0.9715981106342498,55.81653185823857
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Friday,10.0,9,0,high,,clear,1,0.7953839848272488,22.06512042347376
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Thursday,9.0,9,1,,medium,fog,2,1.146946532930917,59.03358942491859
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Tuesday,,9,0,,low,,2,0.9201912311768061,61.07438698251432
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Thursday,,9,0,high,medium,storm,2,0.9390823730864332,26.151690199134677
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Thursday,10.0,8,0,,low,fog,2,1.131753461315531,13.325988720912479
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Wednesday,5.0,7,1,,,clear,2,0.9166783116020062,13.239533273151086
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Wednesday,9.0,7,0,medium,,clear,2,1.6657520116876703,37.10024920306364
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Sunday,10.0,9,1,low,,,2,1.208864776712404,56.919134433502826
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Friday,,7,0,high,medium,fog,2,1.18846957639901,22.422477795289666
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Friday,9.0,9,1,medium,,,1,1.133791598198491,59.920966303287905
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Saturday,,9,0,,low,,2,0.8324286565535808,47.83990300057461
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Tuesday,,9,0,low,low,fog,2,1.2328820903185367,160.18780430097615
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Sunday,,7,0,,high,,2,0.766628150914266,56.92821904455613
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Monday,5.0,7,1,,medium,storm,2,1.1565038618990882,63.99347479377475
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Wednesday,,7,1,medium,low,rain,2,1.0581707676756342,12.464294949354048
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Friday,9.0,8,1,,medium,storm,2,1.123361218633426,44.38033601613888
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Wednesday,5.0,9,1,low,medium,,1,0.8562620883143103,24.964215276656162
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Sunday,10.0,8,0,,,,2,1.2165295511500598,19.380582174667072
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Tuesday,9.0,9,0,low,low,fog,1,1.8225670710084423,51.178423726449886
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Sunday,,8,0,low,,,2,0.9837189561583578,17.92451014071774
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Thursday,9.0,7,1,medium,,rain,2,0.9801515392571367,25.942115400473025
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Friday,,9,0,medium,medium,clear,1,0.9683434379752015,37.09588500282026
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Sunday,,7,0,,,fog,1,1.1788820241417337,30.20728345897972
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Thursday,5.0,9,1,,medium,storm,2,0.7800068662533178,13.84010861372435
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Wednesday,5.0,9,1,low,,,2,0.7868691184468527,29.43218291191554
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Sunday,10.0,9,0,medium,,,2,0.8689188464338231,54.123947225354094
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Saturday,10.0,8,0,,,,2,0.7539948263761771,38.45592839255652
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Monday,10.0,9,0,medium,,,0,0.7915301524377766,9.208116679772154
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Monday,,9,0,medium,medium,fog,2,0.9923255483240265,15.461421600225492
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Thursday,10.0,9,1,low,medium,rain,2,0.9030875132818337,11.939686480273728
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Thursday,9.0,7,0,low,low,rain,2,0.8206892145229565,31.56127079460464
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Sunday,5.0,8,1,low,medium,,0,1.211756780402207,20.51446439671508
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Wednesday,,7,0,low,,,1,0.7970970470278544,28.640363926424243
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Thursday,,8,0,,medium,clear,1,1.0428791743256398,24.998382303750738
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Tuesday,,7,0,medium,high,clear,2,0.7974759641415123,32.45059968610129
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Sunday,9.0,9,0,high,medium,storm,2,1.1006126133888445,22.12654628613139
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Friday,,8,0,medium,medium,clear,2,1.20808611102719,33.90177490803926
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Saturday,10.0,8,1,medium,low,,2,1.2261728979257691,53.41735304156944
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Thursday,5.0,9,1,,,,2,1.1249867502280577,35.370620757994324
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Tuesday,10.0,9,1,,medium,,2,0.96750791934808,9.813213264302517
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Tuesday,9.0,9,0,,medium,clear,2,0.8748758101842908,44.606089499491866
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Sunday,9.0,9,0,,high,,0,1.171905820728893,9.193427821313698
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Monday,,7,0,high,low,storm,2,1.201626397862447,16.68464457796448
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Thursday,9.0,8,1,low,,fog,1,1.3273050709261058,40.62889182167474
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Wednesday,5.0,8,1,,,,1,0.927164480893744,26.924914357876233
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,,8,1,low,medium,fog,1,0.9125302304721117,34.80454974225455
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Monday,,9,0,low,low,clear,0,1.083398180826375,16.164282406678485
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Monday,,8,0,high,,,1,0.8563876256995109,12.956295458834642
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,,7,1,,medium,,1,0.8001815643570037,36.59665426981236
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Tuesday,9.0,48,0,,medium,,2,0.8294508420687936,49.20337383024945
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Thursday,,9,1,,,storm,1,0.9252852287773257,47.24677179525543
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Sunday,,9,1,medium,low,fog,1,1.191386721370181,50.29697979875215
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Sunday,10.0,7,1,,medium,clear,2,0.7516164659884373,39.838674798518134
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Tuesday,5.0,9,0,,,storm,1,1.0139282307424518,24.156580278600405
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Saturday,7.0,8,0,,,storm,1,1.2252256605128162,26.13957607268263
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Friday,,7,1,low,,storm,0,1.012187294118989,21.034328987014757
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Tuesday,5.0,8,0,medium,,rain,2,1.1480028573099679,15.856672531610183
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Thursday,9.0,7,0,low,medium,rain,1,1.203068637117666,26.738047779027177
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Thursday,10.0,7,0,,medium,,1,1.143456129420876,44.34160719227297
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Thursday,,8,1,,,,2,1.1054188029466239,19.217504176611893
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Thursday,,9,1,,low,,2,1.1864953384972954,37.985058461809466
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Sunday,5.0,7,1,low,,rain,2,1.0523463052813786,17.98979285891678
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Friday,5.0,8,1,medium,,clear,2,1.2288595943562481,16.815446617590876
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Friday,10.0,9,1,high,medium,clear,2,1.1027493370630563,51.40944903470866
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Saturday,10.0,9,1,high,medium,fog,2,0.9202598462471665,43.18307154771486
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Thursday,5.0,9,1,medium,,storm,2,1.1871526405932253,62.31265516812586
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Monday,10.0,9,0,,high,clear,2,0.984231835423891,17.325125722594656
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Sunday,,8,0,medium,medium,rain,2,1.1532459290134593,68.4495150419973
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Wednesday,,7,1,,medium,clear,2,1.0262839276948674,16.728717451866643
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Saturday,,7,1,,,fog,2,1.0008699695060688,47.93313126765279
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Monday,,8,1,,medium,,0,0.8718411586478816,12.682543903775336
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Friday,,9,1,,medium,storm,1,1.154276859532516,54.428266926879
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Saturday,9.0,9,1,low,,fog,2,0.7943419012434763,51.974315999072715
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Friday,9.0,7,0,,medium,clear,1,1.1748523164877662,63.66256561265084
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Friday,10.0,8,0,high,low,,1,1.1760832104558325,23.50526099591216
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Wednesday,9.0,8,0,medium,,,1,1.1122820154595487,22.648731382543875
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Monday,5.0,9,1,medium,low,clear,1,0.9651968594046871,48.55685060327479
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),day,Thursday,10.0,7,0,low,,,1,1.1527640796437133,41.130440336285936
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Thursday,5.0,8,0,,,rain,1,1.2089068994047267,27.46155334547683
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Friday,,8,1,low,low,fog,1,1.0304264547972986,62.758051992387976
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Thursday,10.0,7,0,low,,storm,2,1.122195087373005,9.767139371656771
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Monday,9.0,7,0,medium,,rain,1,1.1013674701797551,29.50349835716332
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Wednesday,,9,1,,,,2,0.9976458374655439,29.672701016683476
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Wednesday,5.0,9,0,medium,medium,,0,1.0872953571365946,14.596859849849446
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Tuesday,9.0,8,1,,low,,1,0.7969580248045303,32.78673072399662
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Friday,,7,0,high,medium,fog,2,1.1339805045552962,23.292442200500524
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Friday,,8,0,low,medium,rain,1,0.7847452173701834,34.83644614474379
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Tuesday,,9,1,,high,clear,1,0.8497480552361696,27.393096564735096
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Sunday,,7,0,,,,2,0.9116978695953317,55.02667554081731
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Tuesday,10.0,8,1,low,,fog,2,0.7875300952868551,17.271815405552243
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Wednesday,,7,1,high,high,,2,1.022312792381692,24.20494753179474
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Sunday,,8,0,low,high,,2,1.0792864672663625,14.869815081221564
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Saturday,9.0,7,0,low,low,,0,0.9706113960077625,21.480873456088894
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Sunday,10.0,8,0,high,,fog,2,0.915658693318465,16.379763494779134
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Sunday,5.0,9,1,high,low,storm,1,0.7927328594626779,25.67363176717646
